Format,ABLayout,CTAGroup,M,N,K,PipelineDepth,Cycles,CyclesPerMMA,FLOPsPerCycle
BF16,SS,1,64,96,16,64,3204791,50.0749,3926.2784349045132
BF16,SS,2,128,112,16,128,4015906,31.3743,14621.903914987744
BF16,SS,2,128,112,16,16,655411,40.9632,11199.125068354035
BF16,SS,2,128,112,16,256,7861416,30.7087,14938.828410189946
BF16,SS,2,128,112,16,32,1135906,35.4971,12923.647283862625
BF16,SS,2,128,112,16,64,2095906,32.7485,14008.336259676016
BF16,SS,2,128,128,16,128,4273906,33.3899,15701.993716662824
BF16,SS,2,128,128,16,16,689411,43.0882,12167.786076002247
BF16,SS,2,128,128,16,256,8373673,32.7097,16028.517534553972
BF16,SS,2,128,128,16,32,1201906,37.5596,13958.828102535703
BF16,SS,2,128,128,16,64,2225906,34.7798,15074.497265654201
BF16,SS,2,128,256,16,128,8370526,65.3947,16034.571609014187
BF16,SS,2,128,256,16,16,1201411,75.0882,13964.5909743475
BF16,SS,2,128,256,16,256,16570893,64.7301,16199.2025348331
BF16,SS,2,128,256,16,32,2225906,69.5596,15074.497265654201
BF16,SS,2,128,256,16,64,4273906,66.7798,15701.993716662824
BF16,SS,2,128,64,16,128,3362278,26.2678,9979.670927904126
BF16,SS,2,128,64,16,16,561659,35.1037,7467.702834743915
BF16,SS,2,128,64,16,256,6571574,25.6702,10211.996790052279
BF16,SS,2,128,64,16,32,962278,30.0712,8717.443933065524
BF16,SS,2,128,64,16,64,1762278,27.5356,9520.184778977035
BF16,SS,2,128,80,16,128,3621906,28.2961,11580.394471322903
BF16,SS,2,128,80,16,16,597411,37.3382,8775.998843007965
BF16,SS,2,128,80,16,256,7086888,27.6832,11836.781874927754
BF16,SS,2,128,80,16,32,1029906,32.1846,10181.266817049147
BF16,SS,2,128,80,16,64,1893906,29.5923,11073.150785846317
BF16,SS,2,128,96,16,128,3881906,30.3274,12965.700983269255
BF16,SS,2,128,96,16,16,633411,39.5882,9932.656700734056
BF16,SS,2,128,96,16,256,7602888,29.6988,13240.13091438038
BF16,SS,2,128,96,16,32,1097906,34.3096,11460.815631776528
BF16,SS,2,128,96,16,64,2025906,31.6548,12422.002350354447
BF16,SS,2,256,112,16,128,7350906,57.429,15976.318584687178
BF16,SS,2,256,112,16,16,1078411,67.4007,13612.677613140517
BF16,SS,2,256,112,16,256,14527891,56.7496,16167.585322187293
BF16,SS,2,256,112,16,32,1974906,61.7158,14866.598180692788
BF16,SS,2,256,112,16,64,3766906,58.8579,15588.459663018897
BF16,SS,2,256,128,16,128,8375526,65.4338,16024.990142709119
BF16,SS,2,256,128,16,16,1206411,75.4007,13906.714393898199
BF16,SS,2,256,128,16,256,16576395,64.7515,16193.848791147697
BF16,SS,2,256,128,16,32,2231154,69.7236,15039.039865985118
BF16,SS,2,256,128,16,64,4279154,66.8618,15682.736629884328
BF16,SS,2,256,256,16,128,16567526,129.4338,16202.506609556393
BF16,SS,2,256,256,16,16,2230411,139.4007,15044.056450218686
BF16,SS,2,256,256,16,256,32959893,128.7496,16288.60982869073
BF16,SS,2,256,256,16,32,4278906,133.7158,15683.651445827643
BF16,SS,2,256,256,16,64,8375526,130.8676,16024.990142709119
BF16,SS,2,256,64,16,128,5674906,44.3352,11825.547195005323
BF16,SS,2,256,64,16,16,858411,53.6507,9772.249010730522
BF16,SS,2,256,64,16,256,11188208,43.7039,11996.366456998117
BF16,SS,2,256,64,16,32,1546906,48.3408,10845.662463178101
BF16,SS,2,256,64,16,64,2922906,45.6704,11479.82062780269
BF16,SS,2,256,80,16,128,5978906,46.7102,14030.340268292579
BF16,SS,2,256,80,16,16,902411,56.4007,11619.713939720607
BF16,SS,2,256,80,16,256,11790901,46.0582,14228.953801928865
BF16,SS,2,256,80,16,32,1626906,50.8408,12890.434454217871
BF16,SS,2,256,80,16,64,3078906,48.1079,13622.710615096481
BF16,SS,2,256,96,16,128,6494906,50.7415,15498.792901274104
BF16,SS,2,256,96,16,16,968411,60.5257,12993.356541105679
BF16,SS,2,256,96,16,256,12817893,50.0699,15706.682058482244
BF16,SS,2,256,96,16,32,1758906,54.9658,14307.660399739474
BF16,SS,2,256,96,16,64,3336906,52.1392,15083.315432534446
BF16,TS,1,128,112,16,128,7284791,56.9124,8060.668676773427
BF16,TS,1,128,112,16,16,1012420,63.2762,7249.992888321359
BF16,TS,1,128,112,16,256,14461839,56.4916,8120.711751835672
BF16,TS,1,128,112,16,32,1908791,59.6497,7690.767933451467
BF16,TS,1,128,112,16,64,3700791,57.8249,7933.468108029586
BF16,TS,1,128,128,16,128,8309781,64.9202,8075.8839313495655
BF16,TS,1,128,128,16,16,1140670,71.2919,7354.103341333307
BF16,TS,1,128,128,16,256,16510339,64.4935,8129.315357361595
BF16,TS,1,128,128,16,32,2165289,67.6653,7748.255014017524
BF16,TS,1,128,128,16,64,4213289,65.8326,7963.95706686353
BF16,TS,1,128,256,16,128,16501533,128.9182,8133.653743226324
BF16,TS,1,128,256,16,16,2164420,135.2763,7751.365168917246
BF16,TS,1,128,256,16,256,32893841,128.4916,8160.657972972552
BF16,TS,1,128,256,16,32,4212791,131.6497,7964.894716812875
BF16,TS,1,128,256,16,64,8309531,129.8364,8076.132733193465
BF16,TS,1,128,64,16,128,4212791,32.9124,7964.900766884214
BF16,TS,1,128,64,16,16,628420,39.2762,6674.372775370325
BF16,TS,1,128,64,16,256,8317839,32.4916,8068.054512550937
BF16,TS,1,128,64,16,32,1140791,35.6497,7353.32976154077
BF16,TS,1,128,64,16,64,2164791,33.8249,7750.030303119891
BF16,TS,1,128,80,16,128,5236791,40.9124,8009.307691555617
BF16,TS,1,128,80,16,16,756420,47.2762,6931.183132316049
BF16,TS,1,128,80,16,256,10365839,40.4916,8092.542650821405
BF16,TS,1,128,80,16,32,1396791,43.6497,7507.038994540626
BF16,TS,1,128,80,16,64,2676791,41.8249,7834.567446664547
BF16,TS,1,128,96,16,128,6260791,48.9124,8039.188426656636
BF16,TS,1,128,96,16,16,884420,55.2762,7113.658319493742
BF16,TS,1,128,96,16,256,12413839,48.4916,8108.950828597118
BF16,TS,1,128,96,16,32,1652791,51.6497,7613.132312481969
BF16,TS,1,128,96,16,64,3188791,49.8249,7891.957635640011
BF16,TS,1,64,112,16,128,7285166,56.9154,4030.1219002238413
BF16,TS,1,64,112,16,16,1012423,63.2764,3624.9849865036567
BF16,TS,1,64,112,16,256,14462466,56.494,4060.1833823060856
BF16,TS,1,64,112,16,32,1909166,59.6614,3844.6298611832776
BF16,TS,1,64,112,16,64,3701166,57.8307,3966.336219343705
BF16,TS,1,64,128,16,128,8309537,64.9183,4038.0601463685894
BF16,TS,1,64,128,16,16,1140423,71.2764,3677.8512943975848
BF16,TS,1,64,128,16,256,16510466,64.494,4064.6261667752037
BF16,TS,1,64,128,16,32,2165166,67.6614,3874.350811540997
BF16,TS,1,64,128,16,64,4213166,65.8307,3982.0934609536284
BF16,TS,1,64,256,16,128,16501538,128.9183,4066.823717036294
BF16,TS,1,64,256,16,16,2164423,135.2764,3875.6797194484775
BF16,TS,1,64,256,16,256,32894468,128.494,4080.2527744486124
BF16,TS,1,64,256,16,32,4213166,131.6614,3982.0934609536284
BF16,TS,1,64,256,16,64,8309537,129.8365,4038.0632564802654
BF16,TS,1,64,64,16,128,4212919,32.9134,3982.329385599786
BF16,TS,1,64,64,16,16,628424,39.2765,3337.1608977378332
BF16,TS,1,64,64,16,256,8317969,32.4921,4033.9651792281816
BF16,TS,1,64,64,16,32,1140919,35.6537,3676.252394562135
BF16,TS,1,64,64,16,64,2164919,33.8269,3874.786043060404
BF16,TS,1,64,80,16,128,5237166,40.9154,4004.3602164466192
BF16,TS,1,64,80,16,16,756423,47.2764,3465.5769051789052
BF16,TS,1,64,80,16,256,10366466,40.494,4046.0315108411123
BF16,TS,1,64,80,16,32,1397166,43.6614,3752.513661953121
BF16,TS,1,64,80,16,64,2677166,41.8307,3916.740575701578
BF16,TS,1,64,96,16,128,6261166,48.9154,4019.3476900935084
BF16,TS,1,64,96,16,16,884423,55.2764,3556.8162904964865
BF16,TS,1,64,96,16,256,12414466,48.494,4054.274755639873
BF16,TS,1,64,96,16,32,1653166,51.6614,3805.704065317626
BF16,TS,1,64,96,16,64,3189166,49.8307,3945.5195291256196
BF16,TS,2,128,112,16,128,3742906,29.2415,15688.38807858694
BF16,TS,2,128,112,16,16,606411,37.9007,12104.050848665063
BF16,TS,2,128,112,16,256,7335888,28.6558,16009.045289260814
BF16,TS,2,128,112,16,32,1054906,32.9658,13915.99779165074
BF16,TS,2,128,112,16,64,1950906,30.4829,15049.486761430178
BF16,TS,2,128,128,16,128,4254906,33.2415,15772.092113773444
BF16,TS,2,128,128,16,16,670411,41.9007,12512.631053896474
BF16,TS,2,128,128,16,256,8359435,32.654,16055.858394071169
BF16,TS,2,128,128,16,32,1182906,36.9658,14183.055689312823
BF16,TS,2,128,128,16,64,2206906,34.4829,15204.289662412384
BF16,TS,2,128,256,16,128,8351441,65.2456,16071.213997572251
BF16,TS,2,128,256,16,16,1182411,73.9007,14188.986031255456
BF16,TS,2,128,256,16,256,16550299,64.6496,16219.37336039202
BF16,TS,2,128,256,16,32,2206906,68.9658,15204.289662412384
BF16,TS,2,128,256,16,64,4254906,66.4829,15772.115837305533
BF16,TS,2,128,64,16,128,2459278,19.2131,13644.024129370066
BF16,TS,2,128,64,16,16,442659,27.6662,9475.24416074488
BF16,TS,2,128,64,16,256,4772574,18.6429,14061.331659773961
BF16,TS,2,128,64,16,32,731278,22.8524,11471.180269906006
BF16,TS,2,128,64,16,64,1307278,20.4262,12833.713563952178
BF16,TS,2,128,80,16,128,2718906,21.2415,15426.405856460233
BF16,TS,2,128,80,16,16,478411,29.9007,10958.9407605842
BF16,TS,2,128,80,16,256,5287888,20.6558,15863.82517259075
BF16,TS,2,128,80,16,32,798906,24.9658,13125.155212330466
BF16,TS,2,128,80,16,64,1438906,22.4829,14574.63227608538
BF16,TS,2,128,96,16,128,3230906,25.2415,15578.155022482817
BF16,TS,2,128,96,16,16,542411,33.9007,11599.052526938971
BF16,TS,2,128,96,16,256,6311888,24.6558,15948.21502445672
BF16,TS,2,128,96,16,32,926906,28.9658,13575.181766082758
BF16,TS,2,128,96,16,64,1694906,26.4829,14847.920733756499
BF16,TS,2,256,112,16,128,7318906,57.179,16046.170796970915
BF16,TS,2,256,112,16,16,1046411,65.4007,14028.962992750841
BF16,TS,2,256,112,16,256,14496017,56.6251,16203.132533099279
BF16,TS,2,256,112,16,32,1942906,60.7158,15111.453690802064
BF16,TS,2,256,112,16,64,3734906,58.3579,15722.018784089214
BF16,TS,2,256,128,16,128,8343774,65.1857,16085.98204820996
BF16,TS,2,256,128,16,16,1174659,73.4162,14282.624270937476
BF16,TS,2,256,128,16,256,16544574,64.6272,16224.995048524459
BF16,TS,2,256,128,16,32,2199278,68.7274,15257.02994729904
BF16,TS,2,256,128,16,64,4247278,66.3637,15800.445122860843
BF16,TS,2,256,256,16,128,16535441,129.1831,16233.950106476777
BF16,TS,2,256,256,16,16,2198411,137.4007,15263.037233434765
BF16,TS,2,256,256,16,256,32926299,128.6184,16305.225379883437
BF16,TS,2,256,256,16,32,4246906,132.7158,15801.826157850082
BF16,TS,2,256,256,16,64,8343441,130.3663,16086.611340507478
BF16,TS,2,256,64,16,128,4246906,33.179,15801.802344856686
BF16,TS,2,256,64,16,16,662411,41.4007,12663.747231327006
BF16,TS,2,256,64,16,256,8346942,32.6052,16079.889097444579
BF16,TS,2,256,64,16,32,1174906,36.7158,14279.628933592621
BF16,TS,2,256,64,16,64,2198906,34.3579,15259.605505575137
BF16,TS,2,256,80,16,128,5270906,41.179,15914.908084217683
BF16,TS,2,256,80,16,16,790411,49.4007,13266.20877841812
BF16,TS,2,256,80,16,256,10400019,40.6251,16131.898752249224
BF16,TS,2,256,80,16,32,1430906,44.7158,14656.117077185245
BF16,TS,2,256,80,16,64,2710906,42.3579,15471.966268393853
BF16,TS,2,256,96,16,128,6294906,49.179,15991.215762825595
BF16,TS,2,256,96,16,16,918411,57.4007,13700.738841163959
BF16,TS,2,256,96,16,256,12448017,48.6251,16173.375478919323
BF16,TS,2,256,96,16,32,1686906,52.7158,14918.33567924607
BF16,TS,2,256,96,16,64,3222906,50.3579,15616.854555094633
E4M3,SS,1,128,112,32,128,7821940,61.1089,15014.245060866748
E4M3,SS,1,128,112,32,256,15513991,60.6015,15139.955281634942
E4M3,SS,1,128,112,32,32,2064915,64.5286,14218.563551665464
E4M3,SS,1,128,112,32,512,30873983,60.3007,15215.47842728194
E4M3,SS,1,128,112,32,64,3984915,62.2643,14735.635026813117
E4M3,SS,1,128,128,32,128,8341778,65.1701,16089.832607284628
E4M3,SS,1,128,128,32,256,16542581,64.6195,16226.928403964746
E4M3,SS,1,128,128,32,32,2197287,68.6652,15270.850445349319
E4M3,SS,1,128,128,32,512,32926583,64.3097,16305.098608763528
E4M3,SS,1,128,128,32,64,4245287,66.3326,15807.8531521454
E4M3,SS,1,128,256,32,128,16533217,129.1658,16236.124423028388
E4M3,SS,1,128,256,32,256,32925977,128.6171,16305.390185286406
E4M3,SS,1,128,256,32,32,4244915,132.6536,15809.235482489732
E4M3,SS,1,128,256,32,512,65694467,128.3095,16344.47955919086
E4M3,SS,1,128,256,32,64,8335917,130.2487,16101.135750299234
E4M3,SS,1,128,64,32,128,6276913,49.0384,10691.376553884302
E4M3,SS,1,128,64,32,256,12429951,48.5545,10797.928101411817
E4M3,SS,1,128,64,32,32,1668915,52.1536,10052.7672107007
E4M3,SS,1,128,64,32,512,24717975,48.2773,10859.927957860113
E4M3,SS,1,128,64,32,64,3204913,50.0768,10469.67857371078
E4M3,SS,1,128,80,32,128,6792915,53.0696,12349.066132022852
E4M3,SS,1,128,80,32,256,13458471,52.5722,12465.904032929951
E4M3,SS,1,128,80,32,32,1800915,56.2786,11644.923647709787
E4M3,SS,1,128,80,32,512,26769493,52.2842,12534.5706733583
E4M3,SS,1,128,80,32,64,3464915,54.1393,12105.069699829884
E4M3,SS,1,128,96,32,128,7308915,57.1009,13772.672584845423
E4M3,SS,1,128,96,32,256,14485989,56.5859,13898.020531616532
E4M3,SS,1,128,96,32,32,1932915,60.4036,13019.621347072029
E4M3,SS,1,128,96,32,512,28821993,56.293,13970.333789281083
E4M3,SS,1,128,96,32,64,3724915,58.2018,13512.159417749966
E4M3,SS,1,64,112,32,128,7300915,57.0384,8042.862352380151
E4M3,SS,1,64,112,32,256,14478473,56.5565,8111.393031747014
E4M3,SS,1,64,112,32,32,1924915,60.1536,7626.343228002979
E4M3,SS,1,64,112,32,512,28814471,56.2783,8151.490005917023
E4M3,SS,1,64,112,32,64,3716915,58.0768,7899.057799327787
E4M3,SS,1,64,128,32,128,8325474,65.0428,8060.661595134281
E4M3,SS,1,64,128,32,256,16526471,64.5565,8121.382045185225
E4M3,SS,1,64,128,32,32,2180915,68.1536,7692.741102450935
E4M3,SS,1,64,128,32,512,32910475,64.2783,8156.5318311156325
E4M3,SS,1,64,128,32,64,4228915,66.0768,7934.524674318368
E4M3,SS,1,64,256,32,128,16517474,129.0428,8125.800122130022
E4M3,SS,1,64,256,32,256,32910471,128.5565,8156.538175821526
E4M3,SS,1,64,256,32,32,4228915,132.1536,7934.524674318368
E4M3,SS,1,64,256,32,512,65678473,128.2783,8174.227441430078
E4M3,SS,1,64,256,32,64,8319539,129.9928,8066.415986116155
E4M3,SS,1,64,64,32,128,4229287,33.0413,7933.828269468816
E4M3,SS,1,64,64,32,256,8334581,32.557,8051.847528949227
E4M3,SS,1,64,64,32,32,1157287,36.1652,7248.515147158042
E4M3,SS,1,64,64,32,512,16526585,32.2785,8121.319144322072
E4M3,SS,1,64,64,32,64,2181287,34.0826,7691.431991690775
E4M3,SS,1,64,80,32,128,5252915,41.0384,7984.716753089789
E4M3,SS,1,64,80,32,256,10382467,40.5565,8079.592667020083
E4M3,SS,1,64,80,32,32,1412915,44.1536,7421.365415277577
E4M3,SS,1,64,80,32,512,20622477,40.2783,8135.397968633234
E4M3,SS,1,64,80,32,64,2692915,42.0768,7787.664461175755
E4M3,SS,1,64,96,32,128,6276915,49.0384,8018.532415413227
E4M3,SS,1,64,96,32,256,12430471,48.5565,8098.11250810911
E4M3,SS,1,64,96,32,32,1668915,52.1536,7539.575408025525
E4M3,SS,1,64,96,32,512,24717983,48.2773,8144.9459683950845
E4M3,SS,1,64,96,32,64,3204915,50.0768,7852.258930283086
E4M3,SS,2,128,112,32,128,4016280,31.3772,29241.105006182835
E4M3,SS,2,128,112,32,256,7862156,30.7115,29874.932842746202
E4M3,SS,2,128,112,32,32,1136280,35.5087,25838.850760517846
E4M3,SS,2,128,112,32,512,15545332,30.362,30218.826164284303
E4M3,SS,2,128,112,32,64,2096280,32.7544,28011.625918960508
E4M3,SS,2,128,128,32,128,4274280,33.3928,31401.26015188903
E4M3,SS,2,128,128,32,256,8374190,32.7117,32055.075095455144
E4M3,SS,2,128,128,32,32,1202280,37.5712,27909.036708968575
E4M3,SS,2,128,128,32,512,16571332,32.3659,32397.554216011293
E4M3,SS,2,128,128,32,64,2226280,34.7856,30143.967618784784
E4M3,SS,2,128,256,32,128,8370776,65.3967,32068.162460796953
E4M3,SS,2,128,256,32,256,16571275,64.7315,32397.70436340885
E4M3,SS,2,128,256,32,32,2226280,69.5713,30143.92429061984
E4M3,SS,2,128,256,32,512,32953346,64.362,32583.698455610454
E4M3,SS,2,128,256,32,64,4274280,66.7856,31401.26015188903
E4M3,SS,2,128,64,32,128,3361782,26.2639,19962.30567432864
E4M3,SS,2,128,64,32,256,6570764,25.667,20426.539915066038
E4M3,SS,2,128,64,32,32,961782,30.0557,17443.87919762308
E4M3,SS,2,128,64,32,512,12968855,25.3298,20698.465838656444
E4M3,SS,2,128,64,32,64,1761782,27.5278,19045.76464519504
E4M3,SS,2,128,80,32,128,3622280,28.2991,23158.33365725412
E4M3,SS,2,128,80,32,256,7087271,27.6847,23672.281079440992
E4M3,SS,2,128,80,32,32,1030280,32.1962,20355.197197184763
E4M3,SS,2,128,80,32,512,13997352,27.3386,23971.966377210247
E4M3,SS,2,128,80,32,64,1894280,29.5981,22141.961815116512
E4M3,SS,2,128,96,32,128,3882280,30.3303,25928.92256258593
E4M3,SS,2,128,96,32,256,7603271,29.7003,26478.924455308534
E4M3,SS,2,128,96,32,32,1098278,34.3212,22913.88412992553
E4M3,SS,2,128,96,32,512,15027332,29.3503,26794.683529640242
E4M3,SS,2,128,96,32,64,2026280,31.6606,24839.453453187874
E4M3,SS,2,256,112,32,128,7351280,57.4319,31951.0237341965
E4M3,SS,2,256,112,32,256,14528273,56.7511,32334.315986826685
E4M3,SS,2,256,112,32,32,1975280,61.7275,29727.56064962942
E4M3,SS,2,256,112,32,512,28862594,56.3723,32551.59005398041
E4M3,SS,2,256,112,32,64,3767280,58.8638,31173.794420339837
E4M3,SS,2,256,128,32,128,8375524,65.4338,32049.980285418238
E4M3,SS,2,256,128,32,256,16575768,64.7491,32388.89806962568
E4M3,SS,2,256,128,32,32,2230782,69.7119,30083.127844743867
E4M3,SS,2,256,128,32,512,32959834,64.3747,32577.27026300705
E4M3,SS,2,256,128,32,64,4278782,66.856,31368.194328108177
E4M3,SS,2,256,256,32,128,16567776,129.4358,32404.51250735886
E4M3,SS,2,256,256,32,256,32960275,128.7511,32576.84012020091
E4M3,SS,2,256,256,32,32,4279280,133.7275,31364.55852386383
E4M3,SS,2,256,256,32,512,65727340,128.3737,32672.611290318808
E4M3,SS,2,256,256,32,64,8375776,130.8715,32049.025188830266
E4M3,SS,2,256,64,32,128,5675280,44.3381,23649.547454672167
E4M3,SS,2,256,64,32,256,11188275,43.7042,23992.56821998801
E4M3,SS,2,256,64,32,32,1547280,48.3525,21686.076211157644
E4M3,SS,2,256,64,32,512,22196332,43.3522,24187.376880527398
E4M3,SS,2,256,64,32,64,2923280,45.6763,22956.6755626003
E4M3,SS,2,256,80,32,128,5979280,46.7131,28058.93849905059
E4M3,SS,2,256,80,32,256,11790307,46.0559,28459.328772209425
E4M3,SS,2,256,80,32,32,1627280,50.8525,25774.937318715896
E4M3,SS,2,256,80,32,512,23393852,45.6911,28686.549459303893
E4M3,SS,2,256,80,32,64,3079280,48.1138,27242.080234776717
E4M3,SS,2,256,96,32,128,6495280,50.7444,30995.814316456595
E4M3,SS,2,256,96,32,256,12818275,50.0714,31412.423059870507
E4M3,SS,2,256,96,32,32,1759280,54.9775,28609.231049065525
E4M3,SS,2,256,96,32,512,25447834,49.7028,31645.38013954948
E4M3,SS,2,256,96,32,64,3337280,52.145,30163.27548182951
E4M3,TS,1,128,112,32,128,7285039,56.9144,16120.770841825619
E4M3,TS,1,128,112,32,256,14462560,56.4944,16240.618539182646
E4M3,TS,1,128,112,32,32,1909039,59.6575,15379.524787327662
E4M3,TS,1,128,112,32,512,28798250,56.2466,16312.168202166886
E4M3,TS,1,128,112,32,64,3701039,57.8287,15865.89357879392
E4M3,TS,1,128,128,32,128,8309533,64.9182,16152.26546638693
E4M3,TS,1,128,128,32,256,16509841,64.4916,16259.109713513077
E4M3,TS,1,128,128,32,32,2164791,67.6497,15500.083518478279
E4M3,TS,1,128,128,32,512,32893843,64.2458,16321.315945945104
E4M3,TS,1,128,128,32,64,4212791,65.8249,15929.777333501455
E4M3,TS,1,128,256,32,128,16500945,128.9136,16267.887949758599
E4M3,TS,1,128,256,32,256,32894348,128.4935,16321.074606886728
E4M3,TS,1,128,256,32,32,4213039,131.6575,15928.84567912956
E4M3,TS,1,128,256,32,512,65662250,128.2466,16352.495894628006
E4M3,TS,1,128,256,32,64,8308945,129.8273,16153.397629004068
E4M3,TS,1,128,64,32,128,4213039,32.9144,15928.833580438957
E4M3,TS,1,128,64,32,256,8318526,32.4942,16134.817905964757
E4M3,TS,1,128,64,32,32,1141039,35.6575,14703.442473532918
E4M3,TS,1,128,64,32,512,16509948,32.246,16259.008869317124
E4M3,TS,1,128,64,32,64,2165039,33.8287,15498.319474292539
E4M3,TS,1,128,80,32,128,5237039,40.9144,16017.832352423597
E4M3,TS,1,128,80,32,256,10366466,40.494,16184.12604336445
E4M3,TS,1,128,80,32,32,1397039,43.6575,15011.395521960718
E4M3,TS,1,128,80,32,512,20605954,40.246,16283.854296079113
E4M3,TS,1,128,80,32,64,2677039,41.8287,15667.711403892543
E4M3,TS,1,128,96,32,128,6261039,48.9144,16077.719444580736
E4M3,TS,1,128,96,32,256,12414560,48.4944,16216.965257844206
E4M3,TS,1,128,96,32,32,1653039,51.6575,15223.965542273629
E4M3,TS,1,128,96,32,512,24702250,48.2466,16300.257427466391
E4M3,TS,1,128,96,32,64,3189039,49.8287,15782.711569838266
E4M3,TS,1,64,112,32,128,7284795,56.9125,8060.654513507578
E4M3,TS,1,64,112,32,256,14461843,56.4916,8120.711751835672
E4M3,TS,1,64,112,32,32,1908795,59.6498,7690.755040251602
E4M3,TS,1,64,112,32,512,28797847,56.2458,8156.2001073857955
E4M3,TS,1,64,112,32,64,3700795,57.8249,7933.468108029586
E4M3,TS,1,64,128,32,128,8309535,64.9182,8076.132733193465
E4M3,TS,1,64,128,32,256,16509847,64.4916,8129.554856756538
E4M3,TS,1,64,128,32,32,2164795,67.6498,7750.030303119891
E4M3,TS,1,64,128,32,512,32893847,64.2458,8160.657972972552
E4M3,TS,1,64,128,32,64,4212795,65.8249,7964.888666750728
E4M3,TS,1,64,256,32,128,16501537,128.9183,8133.647434072588
E4M3,TS,1,64,256,32,256,32893845,128.4916,8160.657972972552
E4M3,TS,1,64,256,32,32,4212795,131.6498,7964.888666750728
E4M3,TS,1,64,256,32,512,65661845,128.2458,8176.29895092081
